GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0043543	protein acylation	0.00626190574663976	0.0135465123466284	2.21 (13/677; 181/20876)	AT1G07890 AT5G42050 AT2G03120 AT2G05940 AT2G46500 AT1G23490 AT2G24765 AT4G00730 AT5G47200 AT1G34420 AT1G69270 AT3G09600 AT4G24190
GO:0055072	iron ion homeostasis	0.00629533141555651	0.0135465123466284	2.41 (11/677; 141/20876)	AT3G18290 AT5G01600 AT1G23020 AT1G70610 AT1G01620 AT1G58290 AT4G32190 AT3G53420 AT5G22890 AT5G40890 AT5G26820
GO:0017000	antibiotic biosynthetic process	0.00630095313729731	0.0135465123466284	1.93 (18/677; 288/20876)	AT1G59870 AT3G11820 AT5G42650 AT2G44490 AT2G39010 AT2G05940 AT1G64610 AT1G66880 AT4G26090 AT5G14740 AT1G34420 AT1G02450 AT3G01480 AT1G22070 AT4G23470 AT4G33050 AT5G02490 AT5G44070
GO:0046283	anthocyanin-containing compound metabolic process	0.00630327513271687	0.0135465123466284	2.9 (8/677; 85/20876)	AT5G11260 AT2G41310 AT1G09530 AT1G78600 AT1G19050 AT3G22840 AT4G04330 AT4G08920
GO:0010016	shoot system morphogenesis	0.00634867288493581	0.0136107180881522	1.7 (26/677; 472/20876)	AT1G21600 AT3G26810 AT3G16830 AT4G18710 AT3G59060 AT3G62980 AT1G15750 AT5G67420 AT2G30520 AT4G39400 AT5G08130 AT4G36380 AT5G08330 AT4G16780 AT1G44446 AT2G30600 AT2G34710 AT1G79420 AT1G73870 AT3G01480 AT3G05800 AT3G13510 AT4G32340 AT4G37610 AT5G03680 AT5G24930
GO:0022603	regulation of anatomical structure morphogenesis	0.00663042812076997	0.0141800940297853	2.39 (11/677; 142/20876)	AT3G24550 AT3G19590 AT2G23460 AT4G38430 AT5G54380 AT1G30570 AT1G35670 AT4G08920 AT4G24190 AT5G13840 AT2G41630
GO:0000096	sulfur amino acid metabolic process	0.00721835451688194	0.0153998957934759	1.83 (20/677; 337/20876)	AT3G26520 AT3G59060 AT1G76990 AT1G33060 AT3G47470 AT5G13760 AT5G42650 AT2G30520 AT2G30870 AT1G62380 AT1G15820 AT4G34050 AT5G04590 AT1G44446 AT2G05520 AT1G61520 AT3G08940 AT3G53420 AT5G14120 AT1G51070
GO:0008652	cellular amino acid biosynthetic process	0.00738303039677732	0.0157129900881847	1.7 (25/677; 454/20876)	AT3G26520 AT3G59060 AT1G76990 AT1G33060 AT3G30775 AT3G47470 AT3G47340 AT5G13760 AT5G42650 AT2G30520 AT2G30870 AT1G62380 AT1G15820 AT4G19710 AT4G34050 AT5G04590 AT1G44446 AT2G27820 AT2G05520 AT1G61520 AT3G08940 AT3G53420 AT5G14120 AT5G53460 AT1G51070
GO:0015706	nitrate transport	0.00749583690062816	0.0159144440887556	2.1 (14/677; 206/20876)	AT1G68840 AT2G44490 AT2G30870 AT1G25550 AT4G01720 AT3G50740 AT5G27350 AT2G01890 AT4G23470 AT3G49940 AT5G14120 AT5G22890 AT5G24030 AT5G40890
GO:0060918	auxin transport	0.00757214241907869	0.016037616666902	2.62 (9/677; 106/20876)	AT2G34650 AT2G46710 AT2G01420 AT4G38430 AT2G06850 AT2G05790 AT1G70940 AT1G78100 AT4G30960
GO:0009914	hormone transport	0.00803708140687251	0.0169813286288517	2.59 (9/677; 107/20876)	AT2G34650 AT2G46710 AT2G01420 AT4G38430 AT2G06850 AT2G05790 AT1G70940 AT1G78100 AT4G30960
GO:0005991	trehalose metabolic process	0.00806208329717777	0.0169932069497699	4.93 (4/677; 25/20876)	AT1G06410 AT5G51460 AT1G68020 AT1G23870
GO:0019722	calcium-mediated signaling	0.00856208981294286	0.0180038389856908	3.36 (6/677; 55/20876)	AT5G11260 AT2G41100 AT4G17615 AT3G17510 AT4G18700 AT4G30960
GO:0000097	sulfur amino acid biosynthetic process	0.00882529238792385	0.0185128898492585	1.86 (18/677; 298/20876)	AT3G26520 AT3G59060 AT1G76990 AT1G33060 AT3G47470 AT5G13760 AT2G30520 AT1G62380 AT1G15820 AT4G34050 AT5G04590 AT1G44446 AT2G05520 AT1G61520 AT3G08940 AT3G53420 AT5G14120 AT1G51070
GO:0072507	divalent inorganic cation homeostasis	0.00933345340847098	0.0193366542825161	3.3 (6/677; 56/20876)	AT2G46800 AT1G27770 AT2G18790 AT1G04400 AT4G08920 AT4G39080
GO:0006498	N-terminal protein lipidation	0.00938393712436167	0.0193366542825161	2.28 (11/677; 149/20876)	AT1G07890 AT5G42050 AT2G03120 AT2G05940 AT2G46500 AT1G23490 AT2G24765 AT5G47200 AT1G34420 AT1G69270 AT4G24190
GO:0006499	N-terminal protein myristoylation	0.00938393712436167	0.0193366542825161	2.28 (11/677; 149/20876)	AT1G07890 AT5G42050 AT2G03120 AT2G05940 AT2G46500 AT1G23490 AT2G24765 AT5G47200 AT1G34420 AT1G69270 AT4G24190
GO:0007602	phototransduction	0.00946056837075562	0.0193366542825161	6.61 (3/677; 14/20876)	AT3G59060 AT2G25930 AT2G46340
GO:0009585	red, far-red light phototransduction	0.00946056837075562	0.0193366542825161	6.61 (3/677; 14/20876)	AT3G59060 AT2G25930 AT2G46340
GO:0016145	S-glycoside catabolic process	0.00946056837075562	0.0193366542825161	6.61 (3/677; 14/20876)	AT1G59870 AT2G44490 AT5G44070
GO:0019759	glycosinolate catabolic process	0.00946056837075562	0.0193366542825161	6.61 (3/677; 14/20876)	AT1G59870 AT2G44490 AT5G44070
GO:0019762	glucosinolate catabolic process	0.00946056837075562	0.0193366542825161	6.61 (3/677; 14/20876)	AT1G59870 AT2G44490 AT5G44070
GO:0055062	phosphate ion homeostasis	0.00946056837075562	0.0193366542825161	6.61 (3/677; 14/20876)	AT5G04340 AT3G02040 AT3G17790
GO:0055083	monovalent inorganic anion homeostasis	0.00946056837075562	0.0193366542825161	6.61 (3/677; 14/20876)	AT5G04340 AT3G02040 AT3G17790
GO:0072506	trivalent inorganic anion homeostasis	0.00946056837075562	0.0193366542825161	6.61 (3/677; 14/20876)	AT5G04340 AT3G02040 AT3G17790
GO:0009311	oligosaccharide metabolic process	0.00952817689877228	0.0194295504447425	2.04 (14/677; 212/20876)	AT1G06410 AT3G63010 AT5G51460 AT1G68020 AT4G02280 AT5G13730 AT5G40390 AT2G39930 AT1G23870 AT1G07280 AT1G02560 AT3G05120 AT3G06510 AT5G54770
GO:0018377	protein myristoylation	0.0103132569508428	0.0209816657468606	2.25 (11/677; 151/20876)	AT1G07890 AT5G42050 AT2G03120 AT2G05940 AT2G46500 AT1G23490 AT2G24765 AT5G47200 AT1G34420 AT1G69270 AT4G24190
GO:0043455	regulation of secondary metabolic process	0.0106290221143475	0.0215740141843359	4.57 (4/677; 27/20876)	AT2G25450 AT1G80440 AT4G38620 AT3G59940
GO:0015996	chlorophyll catabolic process	0.0110226912217576	0.0223213851652463	3.19 (6/677; 58/20876)	AT4G31390 AT5G01520 AT2G38800 AT1G54100 AT1G70610 AT5G43150
GO:0031365	N-terminal protein amino acid modification	0.0113116650131903	0.0228537883967682	2.22 (11/677; 153/20876)	AT1G07890 AT5G42050 AT2G03120 AT2G05940 AT2G46500 AT1G23490 AT2G24765 AT5G47200 AT1G34420 AT1G69270 AT4G24190
GO:0072505	divalent inorganic anion homeostasis	0.0115445562666433	0.0232173234430563	6.17 (3/677; 15/20876)	AT5G04340 AT3G02040 AT3G17790
GO:2000028	regulation of photoperiodism, flowering	0.0115445562666433	0.0232173234430563	6.17 (3/677; 15/20876)	AT1G22770 AT3G07650 AT2G46340
GO:0051173	positive regulation of nitrogen compound metabolic process	0.0116061021727906	0.0232876866432243	1.62 (26/677; 496/20876)	AT2G46830 AT3G48360 AT3G29575 AT2G16365 AT1G21600 AT1G32640 AT3G59060 AT2G30040 AT2G46680 AT5G11260 AT5G18650 AT3G10500 AT3G08720 AT4G37460 AT5G08330 AT5G28300 AT1G44446 AT2G22430 AT1G73870 AT3G01480 AT3G02140 AT3G05800 AT4G32340 AT4G34000 AT3G58120 AT5G24930
GO:0046916	cellular transition metal ion homeostasis	0.0118377591763078	0.0236982778030867	2.2 (11/677; 154/20876)	AT2G46800 AT1G27770 AT3G18290 AT5G01600 AT1G23020 AT1G01620 AT4G39080 AT3G53420 AT5G22890 AT5G40890 AT5G26820
GO:0019751	polyol metabolic process	0.0119250005573911	0.0238014814121018	2.43 (9/677; 114/20876)	AT2G46830 AT5G06980 AT5G41080 AT3G12320 AT1G07180 AT5G40390 AT5G67030 AT3G02040 AT3G51830
GO:0046149	pigment catabolic process	0.0119436005165169	0.0238014814121018	3.14 (6/677; 59/20876)	AT4G31390 AT5G01520 AT2G38800 AT1G54100 AT1G70610 AT5G43150
GO:0000303	response to superoxide	0.012297948812474	0.0243967405591589	3.59 (5/677; 43/20876)	AT3G63010 AT1G64610 AT1G54100 AT1G69270 AT4G34000
GO:0000305	response to oxygen radical	0.012297948812474	0.0243967405591589	3.59 (5/677; 43/20876)	AT3G63010 AT1G64610 AT1G54100 AT1G69270 AT4G34000
GO:0010557	positive regulation of macromolecule biosynthetic process	0.0138153653883051	0.0272104843321673	1.61 (25/677; 479/20876)	AT2G46830 AT3G48360 AT3G29575 AT2G16365 AT1G21600 AT1G32640 AT3G59060 AT2G30040 AT2G46680 AT5G11260 AT3G10500 AT3G08720 AT4G37460 AT5G08330 AT5G28300 AT1G44446 AT2G22430 AT1G73870 AT3G01480 AT3G02140 AT3G05800 AT4G32340 AT4G34000 AT3G58120 AT5G24930
GO:0016045	detection of bacterium	0.013871467192863	0.0272104843321673	5.78 (3/677; 16/20876)	AT4G26090 AT1G02450 AT1G22070
GO:0052482	defense response by cell wall thickening	0.013871467192863	0.0272104843321673	5.78 (3/677; 16/20876)	AT1G59870 AT2G44490 AT5G44070
GO:0052544	defense response by callose deposition in cell wall	0.013871467192863	0.0272104843321673	5.78 (3/677; 16/20876)	AT1G59870 AT2G44490 AT5G44070
GO:0098543	detection of other organism	0.013871467192863	0.0272104843321673	5.78 (3/677; 16/20876)	AT4G26090 AT1G02450 AT1G22070
GO:0006787	porphyrin-containing compound catabolic process	0.0139453733532384	0.0272336091976264	3.03 (6/677; 61/20876)	AT4G31390 AT5G01520 AT2G38800 AT1G54100 AT1G70610 AT5G43150
GO:0033015	tetrapyrrole catabolic process	0.0139453733532384	0.0272336091976264	3.03 (6/677; 61/20876)	AT4G31390 AT5G01520 AT2G38800 AT1G54100 AT1G70610 AT5G43150
GO:0006497	protein lipidation	0.0147528764830259	0.0284932671234884	2.13 (11/677; 159/20876)	AT1G07890 AT5G42050 AT2G03120 AT2G05940 AT2G46500 AT1G23490 AT2G24765 AT5G47200 AT1G34420 AT1G69270 AT4G24190
GO:0010162	seed dormancy process	0.0147528764830259	0.0284932671234884	2.13 (11/677; 159/20876)	AT3G63010 AT3G02990 AT1G20650 AT4G35470 AT5G45830 AT2G34710 AT2G22840 AT3G05120 AT1G18620 AT3G57040 AT4G36540
GO:0022611	dormancy process	0.0147528764830259	0.0284932671234884	2.13 (11/677; 159/20876)	AT3G63010 AT3G02990 AT1G20650 AT4G35470 AT5G45830 AT2G34710 AT2G22840 AT3G05120 AT1G18620 AT3G57040 AT4G36540
GO:0042157	lipoprotein metabolic process	0.0147528764830259	0.0284932671234884	2.13 (11/677; 159/20876)	AT1G07890 AT5G42050 AT2G03120 AT2G05940 AT2G46500 AT1G23490 AT2G24765 AT5G47200 AT1G34420 AT1G69270 AT4G24190
GO:0042158	lipoprotein biosynthetic process	0.0147528764830259	0.0284932671234884	2.13 (11/677; 159/20876)	AT1G07890 AT5G42050 AT2G03120 AT2G05940 AT2G46500 AT1G23490 AT2G24765 AT5G47200 AT1G34420 AT1G69270 AT4G24190
GO:0009625	response to insect	0.0148087860050538	0.0285383892243141	3.43 (5/677; 45/20876)	AT5G35735 AT3G11820 AT2G05940 AT1G66880 AT4G33050
GO:0002831	regulation of response to biotic stimulus	0.0153794073198585	0.0295730523948342	4.11 (4/677; 30/20876)	AT1G32640 AT5G18650 AT1G02450 AT4G31800
GO:0009808	lignin metabolic process	0.0161698666291833	0.0310249888336052	2.94 (6/677; 63/20876)	AT1G61810 AT3G50740 AT2G30490 AT1G80820 AT4G36220 AT5G48930
GO:0031328	positive regulation of cellular biosynthetic process	0.0162554399664845	0.0311210790440854	1.59 (25/677; 486/20876)	AT2G46830 AT3G48360 AT3G29575 AT2G16365 AT1G21600 AT1G32640 AT3G59060 AT2G30040 AT2G46680 AT5G11260 AT3G10500 AT3G08720 AT4G37460 AT5G08330 AT5G28300 AT1G44446 AT2G22430 AT1G73870 AT3G01480 AT3G02140 AT3G05800 AT4G32340 AT4G34000 AT3G58120 AT5G24930
GO:0051181	cofactor transport	0.0164448694093632	0.0312788588149321	5.44 (3/677; 17/20876)	AT3G26520 AT3G53420 AT2G47490
GO:0080092	regulation of pollen tube growth	0.0164448694093632	0.0312788588149321	5.44 (3/677; 17/20876)	AT4G38430 AT1G35670 AT2G41630
GO:0098581	detection of external biotic stimulus	0.0164448694093632	0.0312788588149321	5.44 (3/677; 17/20876)	AT4G26090 AT1G02450 AT1G22070
